City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,nelson bay,-32.7167,152.15,88.09,75,97,21.99,AU,1731812474
368,hengchun,22.0042,120.7439,81.36,76,5,9.66,TW,1731812403
369,pauini,-7.7136,-66.9764,73.06,99,91,2.01,BR,1731812477
370,cruzeiro do sul,-29.5128,-51.9853,73.49,88,0,2.48,BR,1731812478
371,fuglafjordur,62.244,-6.814,35.62,63,100,30.13,FO,1731812479
372,shasta lake,40.6804,-122.3708,50.76,57,89,3.94,US,1731812480
373,bafoulabe,13.8065,-10.8321,82.62,34,47,2.19,ML,1731812481
374,gaziantep,37.0594,37.3825,42.73,93,0,4.61,TR,1731812482
375,okha,53.5739,142.9478,27.07,88,100,7.58,RU,1731812483
376,al-hamdaniya,36.2715,43.3737,60.53,57,99,6.31,IQ,1731812484
377,vorgashor,67.5833,63.95,13.26,98,97,4.12,RU,1731812486
378,pugachev,52.0133,48.8025,29.64,83,7,9.4,RU,1731812487
379,rundu,-17.9333,19.7667,67.57,78,79,3.33,NA,1731812488
380,dingwall,57.5953,-4.4272,37.89,93,100,5.75,GB,1731812489
381,borogontsy,62.6683,131.1683,-12.89,95,96,1.68,RU,1731812490
382,zyryanskoye,56.8306,86.6258,21.56,86,80,15.12,RU,1731812491
383,belmonte,-15.8631,-38.8828,73.54,90,50,4.56,BR,1731812493
384,kirkland lake,48.1446,-80.0377,34.09,93,100,1.14,CA,1731812495
385,spoleto,42.7448,12.7374,46.35,74,9,3.44,IT,1731812497
386,boguchany,58.3814,97.4531,24.58,90,100,8.93,RU,1731812500
387,gunnison,38.7,-107.0673,24.78,78,89,2.26,US,1731812427
388,cidade velha,14.9167,-23.6167,73.87,73,75,5.75,CV,1731812502
389,hinatuan,8.3722,126.3342,88.43,62,88,9.19,PH,1731812503
390,fomboni,-12.28,43.7425,80.01,80,20,7.23,KM,1731812504
391,madang,-5.2246,145.7966,86.74,62,11,8.25,PG,1731812505
392,marquette,46.5333,-87.6335,46.04,86,100,8.01,US,1731812506
393,codrington,-38.2667,141.9667,64.33,45,45,28.3,AU,1731812507
394,shindand,33.3029,62.1474,53.02,47,1,4.94,AF,1731812476
395,bathsheba,13.2167,-59.5167,81.21,83,20,8.05,BB,1731812509
396,praia da vitoria,38.7333,-27.0667,62.85,77,40,23.02,PT,1731812511
397,caxias,38.7031,-9.2767,61.03,81,40,5.99,PT,1731812512
398,anchorage,61.2181,-149.9003,24.1,72,100,10.0,US,1731812418
399,urucara,-2.5364,-57.76,72.16,92,91,2.51,BR,1731812514
400,nova sintra,14.8667,-24.7167,76.86,70,36,6.96,CV,1731812515
401,roma,43.2128,-75.4557,40.37,88,0,1.01,US,1731812516
402,ciudad de huajuapan de leon,17.8,-97.7667,65.89,67,100,2.73,MX,1731812342
403,richmond,37.5538,-77.4603,50.14,77,0,4.61,US,1731812510
404,santa cruz,-17.8,-63.1667,78.26,83,20,5.75,BO,1731812401
405,yarmouth,41.7057,-70.2286,50.97,72,75,24.0,US,1731812523
406,ostroh,50.3294,26.5143,35.24,84,7,7.72,UA,1731812524
407,yambio,4.5721,28.3955,66.61,98,98,4.83,SS,1731812525
408,colchani,-20.3,-66.9333,54.57,51,73,16.53,BO,1731812526
409,fada,7.25,4.0667,69.62,72,24,2.86,NG,1731812527
410,new norfolk,-42.7826,147.0587,65.71,82,100,10.83,AU,1731812528
411,kapuskasing,49.4169,-82.4331,35.69,100,100,5.75,CA,1731812522
412,saudarkrokur,65.7461,-19.6394,14.63,86,81,4.88,IS,1731812233
413,brisas de zicatela,15.8369,-97.0419,80.22,86,55,6.58,MX,1731812532
414,pogar,52.554,33.2591,40.51,95,100,12.12,RU,1731812533
415,tucupita,9.0622,-62.051,75.02,92,78,3.09,VE,1731812419
416,altamira,-3.2033,-52.2064,80.91,56,97,3.11,BR,1731812417
417,mahibadhoo,3.7833,72.9667,82.15,72,69,2.55,MV,1731812536
418,daru,-9.0763,143.2092,83.95,77,44,18.21,PG,1731812537
419,ola,59.5833,151.2833,21.83,90,100,10.74,RU,1731812538
420,hadibu,12.65,54.0333,78.57,86,65,11.43,YE,1731812539
421,humaita,-7.5061,-63.0208,73.4,93,99,2.21,BR,1731812540
422,georgetown,5.4112,100.3354,85.95,78,20,5.99,MY,1731812526
423,fort st. john,56.2499,-120.8529,35.49,75,75,11.5,CA,1731812543
424,sabang,5.8933,95.3214,82.24,69,100,1.74,ID,1731812544
425,malango,-2.9627,119.9001,77.7,71,100,2.37,ID,1731812545
426,xacmaz,41.4635,48.806,45.59,80,100,10.38,AZ,1731812546
427,santa ana,33.7456,-117.8678,57.79,66,0,5.75,US,1731812500
428,wakema,16.6,95.1833,79.61,72,65,8.48,MM,1731812548
429,qujing,25.4833,103.7833,59.59,65,63,7.52,CN,1731812549
430,opuwo,-18.0607,13.84,71.19,65,100,3.89,NA,1731812550
431,el granada,37.5027,-122.4694,51.78,63,0,10.36,US,1731812551
432,libreville,0.3925,9.4537,77.49,86,73,1.23,GA,1731812528
433,aginskoye,51.1,114.53,4.73,78,5,6.55,RU,1731812554
434,taro,-8.3862,115.28,86.09,56,66,2.13,ID,1731812555
435,charlottetown,46.2352,-63.1267,43.56,100,100,11.5,CA,1731812556
436,thunder bay,48.4001,-89.3168,46.38,76,100,13.8,CA,1731812411
437,howrah,22.5892,88.3103,75.2,64,26,0.0,IN,1731812558
438,nuevo ideal,24.8875,-105.0728,58.08,62,100,6.13,MX,1731812559
439,pionerskiy,54.9508,20.2275,42.64,90,100,24.16,RU,1731812560
440,saint-francois,46.4154,3.9054,33.24,100,100,0.0,FR,1731812561
441,slave lake,55.2834,-114.769,30.18,80,100,12.66,CA,1731812562
442,cole harbour,44.6724,-63.4751,45.88,93,100,9.22,CA,1731812564
443,ar raqqah,35.95,39.0167,58.68,57,5,2.33,SY,1731812565
444,darovskoy,58.77,47.9564,36.95,93,100,13.82,RU,1731812566
445,harper,4.375,-7.7169,77.94,87,14,6.44,LR,1731812567
446,garissa,-0.4536,39.6401,76.01,78,95,6.08,KE,1731812568
447,altay,47.8667,88.1167,20.44,68,26,7.0,CN,1731812569
448,mount pearl,47.5166,-52.7813,51.46,99,100,10.36,CA,1731812570
449,jamiltepec,16.2833,-97.8167,71.85,93,100,2.48,MX,1731812571
450,puducherry,11.9333,79.8167,80.62,80,84,11.43,IN,1731812572
451,namibe,-15.1961,12.1522,72.37,84,97,5.08,AO,1731812573
452,anchau,10.9597,8.3916,60.03,26,2,4.85,NG,1731812575
453,sinabang,2.4803,96.3801,77.2,90,100,7.18,ID,1731812577
454,kashgar,39.4547,75.9797,40.21,87,40,2.24,CN,1731812578
455,san luis,-33.295,-66.3356,56.46,70,11,19.93,AR,1731812579
456,bereeda,11.8704,51.0579,78.39,84,99,3.11,SO,1731812580
457,yaren,-0.5472,166.916,81.3,63,60,3.56,NR,1731812335
458,francistown,-21.17,27.5079,69.71,65,0,7.61,BW,1731812582
459,ust'-ilimsk,58.0006,102.6619,16.75,93,100,7.78,RU,1731812583
460,tazovsky,67.4667,78.7,24.13,95,100,13.27,RU,1731812584
461,atlantic beach,30.3344,-81.3987,62.02,90,0,5.7,US,1731812394
462,carnarvon,-24.8667,113.6333,77.32,61,0,13.51,AU,1731812586
463,vanimo,-2.6741,141.3028,86.02,71,30,10.45,PG,1731812587
464,taoudenni,22.6783,-3.9836,78.6,16,100,8.08,ML,1731812589
465,anloga,5.7947,0.8973,80.49,82,59,6.49,GH,1731812590
466,wahpeton,46.2652,-96.6059,42.82,100,20,8.05,US,1731812591
467,las terrenas,19.311,-69.5428,77.4,82,100,8.61,DO,1731812592
468,cestos city,5.46,-9.5828,77.7,88,4,5.5,LR,1731812593
469,gorontalo,0.5412,123.0595,87.55,68,60,3.67,ID,1731812594
470,sao raimundo nonato,-9.0153,-42.6994,75.88,59,5,1.28,BR,1731812490
471,middelkerke,51.1558,2.8418,50.02,87,75,14.97,BE,1731812596
472,lamu,-2.2717,40.902,78.03,85,83,4.5,KE,1731812597
473,taquaritinga do norte,-7.9031,-36.0442,68.32,81,4,6.22,BR,1731812474
474,saint clairsville,40.0806,-80.9001,46.33,89,57,2.59,US,1731812599
475,ma'rib,15.4591,45.3253,62.28,37,2,1.74,YE,1731812601
476,birkenfeld,48.8667,8.6333,36.82,93,98,3.96,DE,1731812602
477,zhuanghe,39.7008,122.9911,41.49,22,5,14.43,CN,1731812603
478,dabeiba,7.0017,-76.2672,69.49,99,100,0.54,CO,1731812604
479,annau,37.8876,58.516,44.1,70,0,4.61,TM,1731812606
480,flekkefjord,58.2971,6.6607,41.43,73,88,17.25,NO,1731812608
481,nyurba,63.2842,118.3319,-16.67,96,60,5.64,RU,1731812609
482,kutum,14.2,24.6667,61.5,33,0,7.96,SD,1731812611
483,nikol'sk,53.7189,46.0712,31.91,94,83,13.65,RU,1731812612
484,akureyri,65.6835,-18.0878,26.53,86,75,17.27,IS,1731812613
485,celestun,20.8667,-90.4,78.08,76,66,13.31,MX,1731812614
486,lazaro cardenas,17.9583,-102.2,79.74,82,53,7.07,MX,1731812320
487,donghai,22.9459,115.642,78.96,73,87,4.61,CN,1731812616
488,labasa,-16.4167,179.3833,80.55,71,100,9.35,FJ,1731812617
489,escanaba,45.7453,-87.0646,48.16,81,100,14.97,US,1731812607
490,gadzhiyevo,69.2551,33.3362,35.04,80,100,15.79,RU,1731812545
491,sao gabriel da cachoeira,-0.1303,-67.0892,74.28,98,99,1.03,BR,1731812620
492,hilo,19.7297,-155.09,74.08,96,100,1.99,US,1731812623
493,willmar,45.1219,-95.0433,46.35,93,0,6.91,US,1731812624
494,zhuzhou,27.8333,113.15,57.16,72,100,13.42,CN,1731812599
495,miracema do tocantins,-9.5618,-48.3967,78.22,63,56,3.11,BR,1731812626
496,ankeny,41.7297,-93.6058,51.91,82,100,11.5,US,1731812627
497,el fasher,13.6279,25.3494,69.8,28,2,6.67,SD,1731812534
498,shiqian,27.5225,108.2281,54.1,79,100,5.41,CN,1731812629
499,sitka,57.0531,-135.33,39.09,87,75,6.91,US,1731812630
500,acarau,-2.8856,-40.12,78.33,82,2,14.65,BR,1731812468
501,eseka,3.65,10.7667,73.29,98,79,0.69,CM,1731812633
502,rongelap,11.1635,166.8941,82.96,77,37,14.63,MH,1731812634
503,bikenibeu village,1.3673,173.1241,89.56,66,75,8.05,KI,1731812635
504,altai,46.3722,96.2583,21.67,28,0,4.56,MN,1731812636
505,ban karon,7.8477,98.2985,85.91,75,21,9.17,TH,1731812637
506,iskateley,67.6803,53.1512,11.48,98,97,7.25,RU,1731812638
507,kirensk,57.7853,108.1119,2.88,83,76,6.44,RU,1731812639
508,san juan de miraflores,-12.1629,-76.9635,67.17,81,98,6.4,PE,1731812640
509,i-n-salah,27.1935,2.4607,67.12,21,6,10.58,DZ,1731812641
510,pathein,16.7833,94.7333,80.06,76,85,4.88,MM,1731812642
511,kourou,5.1552,-52.6478,75.36,95,100,5.46,GF,1731812643
512,guerrero negro,27.9769,-114.0611,60.87,43,37,17.47,MX,1731812645
513,wenchang,30.904,118.4887,53.35,83,100,10.33,CN,1731812646
514,conde,-7.2597,-34.9075,74.66,83,0,5.75,BR,1731812647
515,ouro sogui,15.6,-13.3167,81.84,28,100,9.69,SN,1731812648
516,nalut,30.3333,10.85,60.69,44,38,5.59,LY,1731812649
517,raja,8.4596,25.678,75.06,62,95,5.1,SS,1731812650
518,sechenovo,55.2244,45.8906,34.34,92,100,14.65,RU,1731812651
519,marka,1.7159,44.7717,78.26,85,94,7.78,SO,1731812652
520,chenghua,23.4613,116.7701,80.55,78,20,2.24,CN,1731812654
521,ciro marina,39.3732,17.126,54.7,68,4,6.29,IT,1731812655
522,quelimane,-17.8786,36.8883,71.55,94,75,3.44,MZ,1731812656
523,tymovskoye,50.8456,142.655,29.07,95,100,7.72,RU,1731812658
524,luderitz,-26.6481,15.1594,60.44,71,0,12.71,NA,1731812659
525,katsuren-haebaru,26.3369,127.8719,82.42,85,75,9.22,JP,1731812660
526,gaspe,48.8334,-64.4819,41.22,93,100,8.05,CA,1731812661
527,arboletes,8.8505,-76.4269,78.55,77,74,2.51,CO,1731812644
528,cuamba,-14.8031,36.5372,74.19,70,40,2.89,MZ,1731812533
529,tamanrasset,22.785,5.5228,48.11,31,0,3.44,DZ,1731812664
530,tadine,-21.55,167.8833,78.73,70,100,12.19,NC,1731812665
531,grand ledge,42.7534,-84.7464,46.45,71,100,9.22,US,1731812666
532,visby,57.6409,18.296,44.82,70,90,25.32,SE,1731812506
533,laguna,38.421,-121.4238,47.97,66,0,0.0,US,1731812668
534,tsivil'sk,55.8611,47.4664,34.81,94,100,16.53,RU,1731812669
535,bubaque,11.2833,-15.8333,83.41,63,82,6.31,GW,1731812670
536,mumford,5.2618,-0.759,79.05,84,96,6.02,GH,1731812672
537,forio,40.7342,13.8646,57.42,83,9,1.99,IT,1731812673
538,tofol,5.3248,163.0078,87.58,70,75,9.22,FM,1731812674
539,ust'-ordynskiy,52.805,104.7508,20.55,78,33,4.85,RU,1731812675
540,mirpur mathelo,28.0227,69.5489,68.85,39,0,7.85,PK,1731812676
541,swift current,50.2834,-107.8014,25.61,93,0,11.5,CA,1731812677
542,kanniyakumari,8.0833,77.5667,81.48,78,85,22.19,IN,1731812678
543,constitucion,-35.3333,-72.4167,50.54,88,0,8.95,CL,1731812679
544,itoman,26.1247,127.6694,82.42,83,75,16.11,JP,1731812680
545,mili,6.0815,171.735,83.32,72,98,8.28,MH,1731812681
546,bam,29.106,58.357,59.52,46,0,1.59,IR,1731812682
547,chos malal,-37.3781,-70.2709,59.27,35,25,6.31,AR,1731812684
548,zuyevka,58.405,51.1335,33.87,96,100,17.85,RU,1731812685
549,nizao,18.25,-70.2,76.3,87,76,12.95,DO,1731812686
550,hami,42.8,93.45,36.36,30,5,2.95,CN,1731812660
551,singkil,-7.9855,111.4161,87.37,65,100,3.6,ID,1731812688
552,tommot,58.9564,126.2925,-0.62,90,100,7.0,RU,1731812689
553,sterling,39.0062,-77.4286,48.52,70,0,6.91,US,1731812690
554,kavaratti,10.5669,72.642,82.72,73,98,3.33,IN,1731812691
555,kanuru,16.2858,81.2546,78.51,76,8,9.86,IN,1731812692
556,zouerate,22.7187,-12.4521,70.29,31,100,4.38,MR,1731812409
557,lodja,-3.4833,23.4333,66.51,96,100,0.58,CD,1731812694
558,ormara,25.2088,64.6357,77.63,73,0,4.34,PK,1731812695
559,magnolia,33.2671,-93.2393,50.88,93,100,5.14,US,1731812696
